SpreadsheetImportPlus v1,,,,,,,,,,,,,,
từ vựng,nghĩa,loại từ,giải thích,ví dụ,nghĩa ví dụ,collocation,synonym,antonym,tag_1,tag_2,tag_3,tag_4,id,_tags
풍선,bong bóng,Danh từ,,방을 **풍선**으로 장식했어요.,Tôi đã trang trí phòng bằng **bong bóng**.,,,,THTH,Quyển_01,Bài_13,생일,THTH-01-01200,THTH::Quyển_01::Bài_13::생일
풍선으로 장식하다,trang trí bằng bong bóng,Cụm động từ,,파티를 위해 거실을 **풍선으로 장식했어요**.,Chúng tôi đã **trang trí phòng khách bằng bong bóng** cho bữa tiệc.,,,,THTH,Quyển_01,Bài_13,생일,THTH-01-01201,THTH::Quyển_01::Bài_13::생일
사진,ảnh,Danh từ,,예쁜 **사진**을 많이 찍었어요.,Tôi đã chụp được nhiều **ảnh** đẹp.,,,,THTH,Quyển_01,Bài_13,생일,THTH-01-01202,THTH::Quyển_01::Bài_13::생일
사진을 찍다,chụp ảnh,Cụm động từ,,우리 같이 **사진을 찍어요**.,Chúng ta cùng **chụp ảnh** nhé.,,,,THTH,Quyển_01,Bài_13,생일,THTH-01-01203,THTH::Quyển_01::Bài_13::생일
레스토랑,nhà hàng,Danh từ,,기념일에 좋은 **레스토랑**에 갔어요.,"Vào ngày kỷ niệm, chúng tôi đã đến một **nhà hàng** sang trọng.",,,,THTH,Quyển_01,Bài_13,생일,THTH-01-01204,THTH::Quyển_01::Bài_13::생일
레스토랑을 예약하다,đặt chỗ nhà hàng,Cụm động từ,,저녁 식사를 위해 **레스토랑을 예약했어요**.,Tôi đã **đặt chỗ nhà hàng** cho bữa tối.,,,,THTH,Quyển_01,Bài_13,생일,THTH-01-01205,THTH::Quyển_01::Bài_13::생일
한식당,nhà hàng Hàn Quốc,Danh từ,,외국인 친구를 **한식당**에 데려갔어요.,Tôi đã dẫn người bạn ngoại quốc đến **nhà hàng Hàn Quốc**.,,,,THTH,Quyển_01,Bài_13,생일,THTH-01-01206,THTH::Quyển_01::Bài_13::생일
한식당에 가다,đi đến nhà hàng Hàn,Cụm động từ,,오늘 저녁은 **한식당에 갈까요**?,Tối nay chúng ta **đi đến nhà hàng Hàn** nhé?,,,,THTH,Quyển_01,Bài_13,생일,THTH-01-01207,THTH::Quyển_01::Bài_13::생일
피자,pizza,Danh từ,,아이들은 **피자**를 정말 좋아해요.,Bọn trẻ rất thích **pizza**.,,,,THTH,Quyển_01,Bài_13,생일,THTH-01-01208,THTH::Quyển_01::Bài_13::생일
피자를 주문하다,gọi pizza,Cụm động từ,,배고파서 **피자를 주문했어요**.,Vì đói bụng nên tôi đã **gọi pizza**.,,,,THTH,Quyển_01,Bài_13,생일,THTH-01-01209,THTH::Quyển_01::Bài_13::생일
스파게티,mì spaghetti,Danh từ,,이탈리아 레스토랑에서 **스파게티**를 먹었어요.,Tôi đã ăn **mì spaghetti** ở nhà hàng Ý.,,,,THTH,Quyển_01,Bài_13,생일,THTH-01-01210,THTH::Quyển_01::Bài_13::생일
스파게티를 만들다,làm mì spaghetti,Cụm động từ,,집에서 직접 **스파게티를 만들었어요**.,Tôi đã tự **làm mì spaghetti** ở nhà.,,,,THTH,Quyển_01,Bài_13,생일,THTH-01-01211,THTH::Quyển_01::Bài_13::생일
과자,"bánh kẹo, snack",Danh từ,,영화를 보면서 **과자**를 먹어요.,Tôi ăn **bánh kẹo** trong khi xem phim.,,,,THTH,Quyển_01,Bài_13,생일,THTH-01-01212,THTH::Quyển_01::Bài_13::생일
과자를 먹다,ăn bánh kẹo,Cụm động từ,,아이가 소파에서 **과자를 먹고 있어요**.,Đứa bé đang **ăn bánh kẹo** trên ghế sofa.,,,,THTH,Quyển_01,Bài_13,생일,THTH-01-01213,THTH::Quyển_01::Bài_13::생일
음료수,"nước ngọt, đồ uống",Danh từ,,더워서 시원한 **음료수**를 마시고 싶어요.,Trời nóng nên tôi muốn uống **đồ uống** mát lạnh.,,,,THTH,Quyển_01,Bài_13,생일,THTH-01-01214,THTH::Quyển_01::Bài_13::생일
음료수를 마시다,uống nước ngọt,Cụm động từ,,식사 후에 **음료수를 마셨어요**.,Sau bữa ăn tôi đã **uống nước ngọt**.,,,,THTH,Quyển_01,Bài_13,생일,THTH-01-01215,THTH::Quyển_01::Bài_13::생일
나이,tuổi (chưa kính ngữ),Danh từ,,실례지만 **나이**가 어떻게 되세요?,"Xin lỗi, bạn bao nhiêu **tuổi**?",,,,THTH,Quyển_01,Bài_13,생일,THTH-01-01216,THTH::Quyển_01::Bài_13::생일
나이를 먹다,"thêm tuổi, già đi",Cụm động từ,,**나이를 먹어도** 마음은 청춘이에요.,Dù có **già đi** thì tinh thần vẫn trẻ trung.,,,,THTH,Quyển_01,Bài_13,생일,THTH-01-01217,THTH::Quyển_01::Bài_13::생일
살,tuổi (đơn vị đếm),Danh từ,"✍️ Đơn vị đếm tuổi thuần Hàn. <br>Ví dụ: 한 살 (1 tuổi), 두 살 (2 tuổi).",제 동생은 지금 스무 **살**이에요.,Em tôi bây giờ hai mươi **tuổi**.,,,,THTH,Quyển_01,Bài_13,생일,THTH-01-01218,THTH::Quyển_01::Bài_13::생일
스무 살,hai mươi tuổi,Cụm danh từ,,제가 **스무 살** 때 한국에 처음 왔어요.,Tôi đến Hàn Quốc lần đầu tiên vào năm **hai mươi tuổi**.,,,,THTH,Quyển_01,Bài_13,생일,THTH-01-01219,THTH::Quyển_01::Bài_13::생일
생신,sinh thần (kính ngữ),Danh từ,"✨ Kính ngữ của '생일'. Dùng cho người lớn tuổi như ông bà, bố mẹ.",내일은 할머니 **생신**이에요.,Ngày mai là **sinh nhật** của bà.,,,,THTH,Quyển_01,Bài_13,생일,THTH-01-01220,THTH::Quyển_01::Bài_13::생일
생신 선물,quà sinh nhật (kính ngữ),Cụm danh từ,,아버지 **생신 선물**로 무엇이 좋을까요?,**Quà sinh nhật** cho bố thì món nào được ạ?,,,,THTH,Quyển_01,Bài_13,생일,THTH-01-01221,THTH::Quyển_01::Bài_13::생일
엄마,mẹ (thân mật),Danh từ,,우리 **엄마**는 요리를 아주 잘하세요.,**Mẹ** của tôi nấu ăn rất ngon.,,,,THTH,Quyển_01,Bài_13,생일,THTH-01-01222,THTH::Quyển_01::Bài_13::생일
엄마 생신,sinh nhật của mẹ,Cụm danh từ,,**엄마 생신**이라서 미역국을 끓였어요.,Vì là **sinh nhật của mẹ** nên tôi đã nấu canh rong biển.,,,,THTH,Quyển_01,Bài_13,생일,THTH-01-01223,THTH::Quyển_01::Bài_13::생일
아빠,bố (thân mật),Danh từ,,저는 **아빠**를 많이 닮았어요.,Tôi rất giống **bố**.,,,,THTH,Quyển_01,Bài_13,생일,THTH-01-01224,THTH::Quyển_01::Bài_13::생일
아빠 생신,sinh nhật của bố,Cụm danh từ,,**아빠 생신** 선물로 넥타이를 샀어요.,Tôi đã mua cà vạt làm quà **sinh nhật của bố**.,,,,THTH,Quyển_01,Bài_13,생일,THTH-01-01225,THTH::Quyển_01::Bài_13::생일
연세,tuổi (kính ngữ),Danh từ,✨ Kính ngữ của '나이'. Dùng khi hỏi/nói về tuổi của người lớn.,할아버지께서는 **연세**가 많으세요.,Ông tôi đã cao **tuổi** rồi ạ.,,,,THTH,Quyển_01,Bài_13,생일,THTH-01-01226,THTH::Quyển_01::Bài_13::생일
연세를 여쭙다,hỏi tuổi (kính ngữ),Cụm động từ,,처음 뵙는 어른께 **연세를 여쭈는** 것은 실례일 수 있어요.,**Hỏi tuổi** người lớn mới gặp lần đầu có thể là thất lễ.,,,,THTH,Quyển_01,Bài_13,생일,THTH-01-01227,THTH::Quyển_01::Bài_13::생일
세,tuổi (Hán-Hàn),Danh từ,✍️ Dùng trong các văn bản chính thức hoặc khi nói về độ tuổi theo luật.,한국에서는 만 19**세**부터 성인입니다.,"Ở Hàn Quốc, từ đủ 19 **tuổi** được coi là người trưởng thành.",,,,THTH,Quyển_01,Bài_13,생일,THTH-01-01228,THTH::Quyển_01::Bài_13::생일
만 18세,đủ 18 tuổi,Cụm danh từ,,그 영화는 **만 18세** 이상만 볼 수 있어요.,Bộ phim đó chỉ người **đủ 18 tuổi** trở lên mới có thể xem.,,,,THTH,Quyển_01,Bài_13,생일,THTH-01-01229,THTH::Quyển_01::Bài_13::생일
첫,đầu tiên,Định từ,,이것은 저의 **첫** 한국 여행이에요.,Đây là chuyến du lịch Hàn Quốc **đầu tiên** của tôi.,,,,THTH,Quyển_01,Bài_13,생일,THTH-01-01230,THTH::Quyển_01::Bài_13::생일
첫 번째 생일,sinh nhật đầu tiên,Cụm danh từ,,아기의 **첫 번째 생일**을 돌잔치라고 해요.,**Sinh nhật đầu tiên** của em bé được gọi là tiệc thôi nôi.,,,,THTH,Quyển_01,Bài_13,생일,THTH-01-01231,THTH::Quyển_01::Bài_13::생일
오래간만,lâu rồi không gặp,Danh từ,,**오래간만**이에요. 잘 지냈어요?,**Lâu rồi không gặp**. Bạn khỏe không?,,,,THTH,Quyển_01,Bài_13,생일,THTH-01-01232,THTH::Quyển_01::Bài_13::생일
오래간만에 만나다,lâu rồi mới gặp,Cụm động từ,,고향 친구를 **오래간만에 만났어요**.,Tôi đã **lâu rồi mới gặp** lại người bạn quê.,,,,THTH,Quyển_01,Bài_13,생일,THTH-01-01233,THTH::Quyển_01::Bài_13::생일
행복하다,hạnh phúc,Tính từ,,선물을 받아서 정말 **행복해요**.,Tôi thật sự **hạnh phúc** vì nhận được quà.,,,,THTH,Quyển_01,Bài_13,생일,THTH-01-01234,THTH::Quyển_01::Bài_13::생일
행복한 하루,một ngày hạnh phúc,Cụm tính từ,,친구들 덕분에 **행복한 하루**를 보냈어요.,Nhờ có bạn bè mà tôi đã có một **ngày hạnh phúc**.,,,,THTH,Quyển_01,Bài_13,생일,THTH-01-01235,THTH::Quyển_01::Bài_13::생일
웃다,cười,Động từ,,그 이야기가 너무 재미있어서 계속 **웃었어요**.,Câu chuyện đó thú vị quá nên tôi đã **cười** suốt.,,,,THTH,Quyển_01,Bài_13,생일,THTH-01-01236,THTH::Quyển_01::Bài_13::생일
재미있게 웃다,cười một cách vui vẻ,Cụm động từ,,다 같이 **재미있게 웃고** 이야기했어요.,Mọi người đã cùng nhau **cười nói một cách vui vẻ**.,,,,THTH,Quyển_01,Bài_13,생일,THTH-01-01237,THTH::Quyển_01::Bài_13::생일
화장하다,trang điểm,Động từ,,파티에 가기 전에 **화장했어요**.,Tôi đã **trang điểm** trước khi đến bữa tiệc.,,,,THTH,Quyển_01,Bài_13,생일,THTH-01-01238,THTH::Quyển_01::Bài_13::생일
예쁘게 화장하다,trang điểm thật đẹp,Cụm động từ,,친구가 **예쁘게 화장해** 줬어요.,Bạn tôi đã **trang điểm thật đẹp** cho tôi.,,,,THTH,Quyển_01,Bài_13,생일,THTH-01-01239,THTH::Quyển_01::Bài_13::생일
끝나다,kết thúc,Động từ,,파티가 밤 10시에 **끝났어요**.,Bữa tiệc đã **kết thúc** vào 10 giờ tối.,,,,THTH,Quyển_01,Bài_13,생일,THTH-01-01240,THTH::Quyển_01::Bài_13::생일
파티가 끝나다,bữa tiệc kết thúc,Cụm động từ,,**파티가 끝난** 후에 다 같이 청소했어요.,"Sau khi **bữa tiệc kết thúc**, mọi người đã cùng nhau dọn dẹp.",,,,THTH,Quyển_01,Bài_13,생일,THTH-01-01241,THTH::Quyển_01::Bài_13::생일
선물,quà,Danh từ,,무슨 **선물**을 받고 싶어요?,Bạn muốn nhận **quà** gì?,,,,THTH,Quyển_01,Bài_13,선물,THTH-01-01242,THTH::Quyển_01::Bài_13::선물
선물을 고르다,chọn quà,Cụm động từ,,동생의 **선물을 고르러** 백화점에 갔어요.,Tôi đã đến trung tâm thương mại để **chọn quà** cho em.,,,,THTH,Quyển_01,Bài_13,선물,THTH-01-01243,THTH::Quyển_01::Bài_13::선물
지갑,ví,Danh từ,,새로 산 **지갑**이 마음에 들어요.,Tôi rất thích chiếc **ví** mới mua.,,,,THTH,Quyển_01,Bài_13,선물,THTH-01-01244,THTH::Quyển_01::Bài_13::선물
지갑을 선물하다,tặng ví,Cụm động từ,,남자 친구에게 생일 선물로 **지갑을 선물했어요**.,Tôi đã **tặng ví** cho bạn trai làm quà sinh nhật.,,,,THTH,Quyển_01,Bài_13,선물,THTH-01-01245,THTH::Quyển_01::Bài_13::선물
화장품,mỹ phẩm,Danh từ,,한국 **화장품**은 인기가 많아요.,**Mỹ phẩm** Hàn Quốc rất được ưa chuộng.,,,,THTH,Quyển_01,Bài_13,선물,THTH-01-01246,THTH::Quyển_01::Bài_13::선물
화장품을 바르다,thoa mỹ phẩm,Cụm động từ,,자기 전에 스킨케어 **화장품을 발라요**.,Tôi **thoa mỹ phẩm** dưỡng da trước khi đi ngủ.,,,,THTH,Quyển_01,Bài_13,선물,THTH-01-01247,THTH::Quyển_01::Bài_13::선물
향수,nước hoa,Danh từ,,이 **향수**는 냄새가 아주 좋아요.,Loại **nước hoa** này có mùi rất thơm.,,,,THTH,Quyển_01,Bài_13,선물,THTH-01-01248,THTH::Quyển_01::Bài_13::선물
향수를 뿌리다,xịt nước hoa,Cụm động từ,,외출하기 전에 **향수를 뿌렸어요**.,Tôi đã **xịt nước hoa** trước khi ra ngoài.,,,,THTH,Quyển_01,Bài_13,선물,THTH-01-01249,THTH::Quyển_01::Bài_13::선물
스웨터,áo len,Danh từ,,겨울에는 따뜻한 **스웨터**를 입어요.,"Vào mùa đông, tôi mặc **áo len** ấm.",,,,THTH,Quyển_01,Bài_13,선물,THTH-01-01250,THTH::Quyển_01::Bài_13::선물
스웨터를 입다,mặc áo len,Cụm động từ,,추워서 **스웨터를 입었어요**.,Vì trời lạnh nên tôi đã **mặc áo len**.,,,,THTH,Quyển_01,Bài_13,선물,THTH-01-01251,THTH::Quyển_01::Bài_13::선물
손수건,khăn tay,Danh từ,,가방에 항상 **손수건**을 가지고 다녀요.,Tôi luôn mang theo **khăn tay** trong cặp.,,,,THTH,Quyển_01,Bài_13,선물,THTH-01-01252,THTH::Quyển_01::Bài_13::선물
손수건으로 닦다,lau bằng khăn tay,Cụm động từ,,땀을 **손수건으로 닦았어요**.,Tôi đã **lau mồ hôi bằng khăn tay**.,,,,THTH,Quyển_01,Bài_13,선물,THTH-01-01253,THTH::Quyển_01::Bài_13::선물
넥타이,cà vạt,Danh từ,,아빠가 파란색 **넥타이**를 매셨어요.,Bố tôi đã thắt **cà vạt** màu xanh.,,,,THTH,Quyển_01,Bài_13,선물,THTH-01-01254,THTH::Quyển_01::Bài_13::선물
넥타이를 매다,thắt cà vạt,Cụm động từ,,회사에 갈 때 보통 **넥타이를 매요**.,Khi đến công ty tôi thường **thắt cà vạt**.,,,,THTH,Quyển_01,Bài_13,선물,THTH-01-01255,THTH::Quyển_01::Bài_13::선물
귀걸이,bông tai,Danh từ,,그 **귀걸이**는 어디에서 샀어요?,Bạn đã mua đôi **bông tai** đó ở đâu vậy?,,,,THTH,Quyển_01,Bài_13,선물,THTH-01-01256,THTH::Quyển_01::Bài_13::선물
귀걸이를 하다,đeo bông tai,Cụm động từ,,오늘 파티에 예쁜 **귀걸이를 할** 거예요.,Tôi sẽ **đeo đôi bông tai** xinh đẹp đến bữa tiệc hôm nay.,,,,THTH,Quyển_01,Bài_13,선물,THTH-01-01257,THTH::Quyển_01::Bài_13::선물
목걸이,dây chuyền,Danh từ,,생일 선물로 받은 **목걸이**예요.,Đây là sợi **dây chuyền** tôi nhận được làm quà sinh nhật.,,,,THTH,Quyển_01,Bài_13,선물,THTH-01-01258,THTH::Quyển_01::Bài_13::선물
목걸이를 하다,đeo dây chuyền,Cụm động từ,,드레스에 어울리는 **목걸이를 했어요**.,Tôi đã **đeo dây chuyền** hợp với chiếc váy.,,,,THTH,Quyển_01,Bài_13,선물,THTH-01-01259,THTH::Quyển_01::Bài_13::선물
반지,nhẫn,Danh từ,,커플 **반지**를 맞췄어요.,Chúng tôi đã đặt làm **nhẫn** đôi.,,,,THTH,Quyển_01,Bài_13,선물,THTH-01-01260,THTH::Quyển_01::Bài_13::선물
반지를 끼다,đeo nhẫn,Cụm động từ,,약속의 의미로 **반지를 꼈어요**.,Tôi đã **đeo nhẫn** với ý nghĩa của một lời hứa.,,,,THTH,Quyển_01,Bài_13,선물,THTH-01-01261,THTH::Quyển_01::Bài_13::선물
금반지,nhẫn vàng,Danh từ,,돌잔치 선물로 **금반지**를 많이 해요.,Người ta thường tặng **nhẫn vàng** làm quà thôi nôi.,,,,THTH,Quyển_01,Bài_13,선물,THTH-01-01262,THTH::Quyển_01::Bài_13::선물
금반지를 선물하다,tặng nhẫn vàng,Cụm động từ,,할머니께서 저에게 **금반지를 선물해 주셨어요**.,Bà đã **tặng nhẫn vàng** cho tôi.,,,,THTH,Quyển_01,Bài_13,선물,THTH-01-01263,THTH::Quyển_01::Bài_13::선물
꽃다발,bó hoa,Danh từ,,졸업식에서 **꽃다발**을 받았어요.,Tôi đã nhận được **bó hoa** ở lễ tốt nghiệp.,,,,THTH,Quyển_01,Bài_13,선물,THTH-01-01264,THTH::Quyển_01::Bài_13::선물
꽃다발을 선물하다,tặng bó hoa,Cụm động từ,,여자 친구에게 기념일 선물로 **꽃다발을 선물했어요**.,Tôi đã **tặng bó hoa** cho bạn gái làm quà kỷ niệm.,,,,THTH,Quyển_01,Bài_13,선물,THTH-01-01265,THTH::Quyển_01::Bài_13::선물
장미,hoa hồng,Danh từ,,빨간 **장미**의 꽃말은 '사랑'이에요.,Ngôn ngữ của loài hoa của **hoa hồng** đỏ là 'tình yêu'.,,,,THTH,Quyển_01,Bài_13,선물,THTH-01-01266,THTH::Quyển_01::Bài_13::선물
장미 한 송이,một đóa hoa hồng,Cụm danh từ,,길에서 **장미 한 송이**를 샀어요.,Tôi đã mua **một đóa hoa hồng** trên đường.,,,,THTH,Quyển_01,Bài_13,선물,THTH-01-01267,THTH::Quyển_01::Bài_13::선물
시계,đồng hồ,Danh từ,,벽에 걸린 **시계**가 고장 났어요.,Cái **đồng hồ** treo trên tường bị hỏng rồi.,,,,THTH,Quyển_01,Bài_13,선물,THTH-01-01268,THTH::Quyển_01::Bài_13::선물
손목시계를 차다,đeo đồng hồ tay,Cụm động từ,,저는 외출할 때 항상 **손목시계를 차요**.,Khi ra ngoài tôi luôn **đeo đồng hồ tay**.,,,,THTH,Quyển_01,Bài_13,선물,THTH-01-01269,THTH::Quyển_01::Bài_13::선물
인형,"búp bê, gấu bông",Danh từ,,아이가 **인형**을 안고 자고 있어요.,Em bé đang ôm **gấu bông** ngủ.,,,,THTH,Quyển_01,Bài_13,선물,THTH-01-01270,THTH::Quyển_01::Bài_13::선물
인형을 선물하다,tặng gấu bông,Cụm động từ,,친구 딸에게 예쁜 **인형을 선물했어요**.,Tôi đã **tặng một con búp bê** xinh xắn cho con gái của bạn tôi.,,,,THTH,Quyển_01,Bài_13,선물,THTH-01-01271,THTH::Quyển_01::Bài_13::선물
책,sách,Danh từ,,저는 자기 전에 **책**을 읽어요.,Tôi đọc **sách** trước khi đi ngủ.,,,,THTH,Quyển_01,Bài_13,선물,THTH-01-01272,THTH::Quyển_01::Bài_13::선물
책을 받다,nhận sách,Cụm động từ,,교수님께 **책**을 선물로 **받았어요**.,Tôi đã **nhận sách** làm quà từ giáo sư.,,,,THTH,Quyển_01,Bài_13,선물,THTH-01-01273,THTH::Quyển_01::Bài_13::선물
초콜릿,sô cô la,Danh từ,,달콤한 **초콜릿**을 좋아해요.,Tôi thích **sô cô la** ngọt ngào.,,,,THTH,Quyển_01,Bài_13,선물,THTH-01-01274,THTH::Quyển_01::Bài_13::선물
초콜릿을 주다,cho sô cô la,Cụm động từ,,친구가 저에게 **초콜릿을 줬어요**.,Bạn tôi đã **cho tôi sô cô la**.,,,,THTH,Quyển_01,Bài_13,선물,THTH-01-01275,THTH::Quyển_01::Bài_13::선물
상품권,phiếu quà tặng,Danh từ,,생일 선물로 백화점 **상품권**을 받았어요.,Tôi đã nhận được **phiếu quà tặng** của trung tâm thương mại làm quà sinh nhật.,,,,THTH,Quyển_01,Bài_13,선물,THTH-01-01276,THTH::Quyển_01::Bài_13::선물
상품권으로 사다,mua bằng phiếu quà tặng,Cụm động từ,,이 옷은 **상품권으로 샀어요**.,Cái áo này tôi đã **mua bằng phiếu quà tặng**.,,,,THTH,Quyển_01,Bài_13,선물,THTH-01-01277,THTH::Quyển_01::Bài_13::선물
포장하다,"gói, bao bọc",Động từ,,선물을 예쁘게 **포장해** 주세요.,Xin hãy **gói** món quà này thật đẹp.,,,,THTH,Quyển_01,Bài_13,선물,THTH-01-01278,THTH::Quyển_01::Bài_13::선물
선물을 포장하다,gói quà,Cụm động từ,,백화점에서 **선물을 포장해** 줘요.,Ở trung tâm thương mại có dịch vụ **gói quà**.,,,,THTH,Quyển_01,Bài_13,선물,THTH-01-01279,THTH::Quyển_01::Bài_13::선물
뜯다,"mở, bóc, xé",Động từ,,과자 봉지를 **뜯어** 주세요.,Hãy **xé** túi bánh kẹo ra giúp tôi.,,,,THTH,Quyển_01,Bài_13,선물,THTH-01-01280,THTH::Quyển_01::Bài_13::선물
포장을 뜯다,mở quà,Cụm động từ,,아이가 기뻐하며 선물의 **포장을 뜯었어요**.,Đứa trẻ vui mừng **mở quà**.,,,,THTH,Quyển_01,Bài_13,선물,THTH-01-01281,THTH::Quyển_01::Bài_13::선물
주다,"cho, tặng",Động từ,,친구에게 선물을 **줬어요**.,Tôi đã **tặng** quà cho bạn.,,,,THTH,Quyển_01,Bài_13,선물,THTH-01-01282,THTH::Quyển_01::Bài_13::선물
드리다,biếu (kính ngữ),Động từ,✨ Kính ngữ của '주다'. Dùng với người lớn tuổi.,선생님께 선물을 **드렸어요**.,Em đã **biếu** quà cho cô giáo ạ.,,,,THTH,Quyển_01,Bài_13,선물,THTH-01-01283,THTH::Quyển_01::Bài_13::선물
선물을 드리다,biếu quà,Cụm động từ,,부모님께 용돈을 **선물로 드렸어요**.,Tôi đã **biếu quà** là tiền tiêu vặt cho bố mẹ.,,,,THTH,Quyển_01,Bài_13,선물,THTH-01-01284,THTH::Quyển_01::Bài_13::선물
받다,nhận,Động từ,,생일 선물을 많이 **받았어요**.,Tôi đã **nhận** được rất nhiều quà sinh nhật.,,,,THTH,Quyển_01,Bài_13,선물,THTH-01-01285,THTH::Quyển_01::Bài_13::선물
선물을 받다,nhận quà,Cụm động từ,,누구에게서 **선물을 받았어요**?,Bạn đã **nhận quà** từ ai vậy?,,,,THTH,Quyển_01,Bài_13,선물,THTH-01-01286,THTH::Quyển_01::Bài_13::선물
교환하다,trao đổi,Động từ,,사이즈가 안 맞아서 옷을 **교환했어요**.,Vì không vừa size nên tôi đã **trao đổi** quần áo.,,,,THTH,Quyển_01,Bài_13,선물,THTH-01-01287,THTH::Quyển_01::Bài_13::선물
선물을 교환하다,trao đổi quà,Cụm động từ,,크리스마스 파티에서 친구들과 **선물을 교환했어요**.,Chúng tôi đã **trao đổi quà** với bạn bè trong bữa tiệc Giáng sinh.,,,,THTH,Quyển_01,Bài_13,선물,THTH-01-01288,THTH::Quyển_01::Bài_13::선물
가볍다,nhẹ,Tính từ,,이 상자는 생각보다 **가벼워요**.,Cái hộp này **nhẹ** hơn tôi nghĩ.,,,,THTH,Quyển_01,Bài_13,기타,THTH-01-01289,THTH::Quyển_01::Bài_13::기타
가벼운 선물,món quà nhẹ nhàng,Cụm tính từ,,친구에게 부담 없는 **가벼운 선물**을 하고 싶어요.,Tôi muốn tặng bạn một **món quà nhẹ nhàng** không gây áp lực.,,,,THTH,Quyển_01,Bài_13,기타,THTH-01-01290,THTH::Quyển_01::Bài_13::기타
무겁다,nặng,Tính từ,,가방이 너무 **무거워요**.,Cái cặp **nặng** quá.,,,,THTH,Quyển_01,Bài_13,기타,THTH-01-01291,THTH::Quyển_01::Bài_13::기타
무거운 상자,cái hộp nặng,Cụm tính từ,,이 **무거운 상자**를 같이 들어 주세요.,Hãy cùng tôi khiêng **cái hộp nặng** này nhé.,,,,THTH,Quyển_01,Bài_13,기타,THTH-01-01292,THTH::Quyển_01::Bài_13::기타
길다,dài,Tính từ,,그녀는 머리가 **길어요**.,Cô ấy có mái tóc **dài**.,,,,THTH,Quyển_01,Bài_13,기타,THTH-01-01293,THTH::Quyển_01::Bài_13::기타
긴 목걸이,dây chuyền dài,Cụm tính từ,,오늘 입은 옷에는 **긴 목걸이**가 잘 어울려요.,Sợi **dây chuyền dài** rất hợp với bộ đồ tôi mặc hôm nay.,,,,THTH,Quyển_01,Bài_13,기타,THTH-01-01294,THTH::Quyển_01::Bài_13::기타
짧다,ngắn,Tính từ,,여름에는 **짧은** 바지를 자주 입어요.,Vào mùa hè tôi thường mặc quần **ngắn**.,,,,THTH,Quyển_01,Bài_13,기타,THTH-01-01295,THTH::Quyển_01::Bài_13::기타
짧은 편지,bức thư ngắn,Cụm tính từ,,친구에게 **짧은 편지**를 썼어요.,Tôi đã viết một **bức thư ngắn** cho bạn tôi.,,,,THTH,Quyển_01,Bài_13,기타,THTH-01-01296,THTH::Quyển_01::Bài_13::기타
꼭,nhất định,Phó từ,,내일 파티에 **꼭** 오세요.,**Nhất định** hãy đến bữa tiệc ngày mai nhé.,,,,THTH,Quyển_01,Bài_13,기타,THTH-01-01297,THTH::Quyển_01::Bài_13::기타
꼭 오세요,nhất định phải đến nhé,Cụm động từ,,제 생일 파티에 **꼭 오세요**!,**Nhất định phải đến nhé** bữa tiệc sinh nhật của tôi!,,,,THTH,Quyển_01,Bài_13,기타,THTH-01-01298,THTH::Quyển_01::Bài_13::기타
되다,trở thành,Động từ,,저는 나중에 의사가 **되고** 싶어요.,Sau này tôi muốn **trở thành** bác sĩ.,,,,THTH,Quyển_01,Bài_13,기타,THTH-01-01299,THTH::Quyển_01::Bài_13::기타
의사가 되다,trở thành bác sĩ,Cụm động từ,,열심히 공부해서 **의사가 될** 거예요.,Tôi sẽ học hành chăm chỉ để **trở thành bác sĩ**.,,,,THTH,Quyển_01,Bài_13,기타,THTH-01-01300,THTH::Quyển_01::Bài_13::기타
먼저,trước tiên,Phó từ,,시간이 없으니까 **먼저** 가세요.,Vì không có thời gian nên bạn đi **trước** đi.,,,,THTH,Quyển_01,Bài_13,기타,THTH-01-01301,THTH::Quyển_01::Bài_13::기타
먼저 가다,đi trước,Cụm động từ,,약속이 있어서 **먼저 갈게요**.,Tôi có hẹn nên sẽ **đi trước** nhé.,,,,THTH,Quyển_01,Bài_13,기타,THTH-01-01302,THTH::Quyển_01::Bài_13::기타
부르다,"hát, gọi",Động từ,🎤 Có hai nghĩa chính:<br>1. hát (노래를 부르다)<br>2. gọi (이름을 부르다),노래방에서 노래를 **불렀어요**.,Tôi đã **hát** ở phòng karaoke.,,,,THTH,Quyển_01,Bài_13,기타,THTH-01-01303,THTH::Quyển_01::Bài_13::기타
이름을 부르다,gọi tên,Cụm động từ,,뒤에서 누가 제 **이름을 불렀어요**.,Có ai đó đã **gọi tên** tôi từ phía sau.,,,,THTH,Quyển_01,Bài_13,기타,THTH-01-01304,THTH::Quyển_01::Bài_13::기타
불편하다,bất tiện,Tính từ,,다리가 다쳐서 걷기가 **불편해요**.,Chân tôi bị đau nên việc đi lại rất **bất tiện**.,,,,THTH,Quyển_01,Bài_13,기타,THTH-01-01305,THTH::Quyển_01::Bài_13::기타
몸이 불편하다,cơ thể không thoải mái,Cụm tính từ,,오늘은 **몸이 불편해서** 집에 일찍 갔어요.,Hôm nay **cơ thể không thoải mái** nên tôi đã về nhà sớm.,,,,THTH,Quyển_01,Bài_13,기타,THTH-01-01306,THTH::Quyển_01::Bài_13::기타
